MONTH	P_TC	P_PFPR	P_TACT	FREQ_580Y_99	FREQ_580Y_95	FREQ_580Y_75	FREQ_580Y_50	FREQ_580Y_25	FREQ_580Y_05	FREQ_580Y_01	TF_99	TF_95	TF_75	TF_50	TF_25	TF_05	TF_01	PFPR_99	PFPR_95	PFPR_75	PFPR_50	PFPR_25	PFPR_05	PFPR_01	ELIMINATION
-12	0.5	1	2	0.1794	0.0957	0.0198	0.0069	0.0030	0.0006	0.0002	28.3691	25.9942	23.5832	22.7234	21.7750	20.9762	20.3310	1.3623	1.2851	1.1844	1.1607	1.1357	1.1003	1.0889	0
-12	0.5	10	0	0.1285	0.0754	0.0444	0.0301	0.0218	0.0123	0.0111	28.2540	27.6625	26.8423	26.4594	26.0363	25.6358	25.5164	10.8254	10.7955	10.7297	10.6808	10.6413	10.5861	10.5702	0
-12	0.5	10	1	0.0932	0.0759	0.0474	0.0337	0.0247	0.0141	0.0104	27.6325	27.2438	26.7641	26.4543	26.1056	25.6284	25.3185	10.7953	10.7727	10.7167	10.6816	10.6453	10.5875	10.5525	0
-12	0.5	10	2	0.1267	0.1017	0.0450	0.0340	0.0263	0.0164	0.0153	28.7163	27.8342	26.9328	26.5914	26.2026	25.4527	25.3609	10.8467	10.7859	10.7146	10.6825	10.6489	10.5796	10.5471	0
-12	0.75	0.1	0	0.9666	0.9488	0.4366	0.1354	0.0019	0.0000	0.0000	53.3290	51.8972	38.4800	31.6931	26.6778	22.4729	19.9751	1.0608	0.8807	0.1490	0.0846	0.0582	0.0405	0.0345	7
-12	0.75	0.1	1	0.9897	0.9249	0.2069	0.0195	0.0015	0.0000	0.0000	55.0941	51.5052	33.6436	28.8592	25.4902	22.2794	19.5598	1.6763	0.6233	0.1073	0.0739	0.0551	0.0356	0.0277	100
-12	0.75	0.1	2	0.9670	0.9343	0.4187	0.0467	0.0034	0.0000	0.0000	54.1794	51.5720	35.5746	28.9882	26.3489	21.5382	20.4052	1.3076	0.6165	0.1262	0.0767	0.0563	0.0374	0.0305	94
-12	0.75	1	0	0.9798	0.9537	0.7982	0.4558	0.2420	0.0724	0.0266	54.3990	53.5111	48.3368	39.6926	34.5156	30.2943	29.1792	2.9489	2.9146	2.6703	1.8678	1.5207	1.2751	1.1711	0
-12	0.75	1	1	0.9757	0.9389	0.8084	0.5184	0.1795	0.0774	0.0427	54.3966	53.2086	48.4063	40.5199	32.9603	29.9702	28.8334	2.9347	2.9033	2.6434	1.9704	1.4129	1.2651	1.1798	0
-12	0.75	1	2	0.9483	0.9164	0.7659	0.4680	0.2170	0.0511	0.0163	53.6296	53.3455	47.5088	39.9562	33.8297	29.8569	28.8252	2.9594	2.9359	2.5849	1.9283	1.4987	1.2321	1.2016	0
-12	0.75	10	0	0.7473	0.6682	0.5871	0.4911	0.3981	0.3031	0.2908	45.8551	43.9427	42.1097	40.0725	38.1925	36.1728	35.6220	11.0684	10.9764	10.8758	10.7346	10.5919	10.4441	10.4099	0
-12	0.75	10	1	0.7644	0.6987	0.5916	0.5042	0.4117	0.2824	0.2690	46.7565	44.8266	42.2309	40.1935	38.5080	36.0709	35.7375	11.1411	11.0395	10.9076	10.7610	10.6249	10.4338	10.3639	0
-12	0.75	10	2	0.7645	0.7431	0.6336	0.5059	0.4242	0.3499	0.2574	46.0285	45.5546	43.1024	40.4764	38.5809	37.0508	35.1585	11.1623	11.0635	10.9306	10.7771	10.6552	10.5049	10.4082	0
-11	0.25	0.1	0	0.0569	0.0107	0.0002	0.0000	0.0000	0.0000	0.0000	27.1025	24.8653	21.0829	19.0273	17.4499	14.8969	13.1538	0.1656	0.1520	0.1316	0.1107	0.1009	0.0790	0.0644	0
-11	0.25	0.1	1	0.0219	0.0031	0.0002	0.0000	0.0000	0.0000	0.0000	27.3510	24.8033	22.3327	19.6886	17.5636	13.4595	12.6291	0.1597	0.1540	0.1265	0.1133	0.0953	0.0789	0.0724	3
-11	0.25	0.1	2	0.0291	0.0031	0.0003	0.0000	0.0000	0.0000	0.0000	28.8963	25.8799	21.9693	20.0000	17.2491	13.2262	10.4798	0.1748	0.1577	0.1310	0.1160	0.1029	0.0824	0.0662	3
-11	0.25	1	0	0.0115	0.0087	0.0015	0.0004	0.0001	0.0000	0.0000	21.6008	20.8252	19.7516	19.0823	18.3532	17.2063	17.0160	1.2317	1.1997	1.1646	1.1440	1.1220	1.0923	1.0688	0
-11	0.25	1	1	0.0078	0.0060	0.0017	0.0004	0.0001	0.0000	0.0000	21.6892	21.2054	20.0996	19.3218	18.5792	17.3832	16.9478	1.2054	1.1944	1.1715	1.1472	1.1278	1.1015	1.0854	0
-11	0.25	1	2	0.0118	0.0085	0.0017	0.0007	0.0002	0.0000	0.0000	22.0997	21.1033	19.7855	19.0446	18.4351	17.6012	17.2262	1.2215	1.1968	1.1715	1.1500	1.1264	1.1002	1.0915	0
-11	0.25	10	0	0.0074	0.0045	0.0025	0.0015	0.0009	0.0004	0.0002	19.9109	19.5879	19.2316	18.9981	18.7621	18.4549	18.2219	10.5502	10.5329	10.4839	10.4569	10.4321	10.3788	10.3632	0
-11	0.25	10	1	0.0058	0.0051	0.0029	0.0019	0.0012	0.0005	0.0003	19.8241	19.6655	19.3091	19.0066	18.6764	18.3998	18.2570	10.6097	10.5656	10.4881	10.4515	10.4119	10.3767	10.3648	0
-11	0.25	10	2	0.0061	0.0042	0.0025	0.0017	0.0010	0.0005	0.0004	19.9627	19.6590	19.2902	19.0873	18.7234	18.3338	18.0906	10.5608	10.5509	10.4973	10.4581	10.4203	10.3618	10.3477	0
-11	0.5	0.1	0	0.1631	0.0725	0.0046	0.0006	0.0002	0.0000	0.0000	27.8117	25.9937	23.3945	21.9055	20.9818	18.5681	17.7855	0.2296	0.1821	0.1623	0.1478	0.1361	0.1200	0.1139	9
-11	0.5	0.1	1	0.3841	0.0655	0.0078	0.0007	0.0002	0.0000	0.0000	30.9017	25.8445	23.4698	21.7303	20.7016	18.4172	17.4313	0.2491	0.1947	0.1657	0.1520	0.1292	0.1129	0.1068	89
-11	0.5	0.1	2	0.4036	0.0422	0.0037	0.0005	0.0001	0.0000	0.0000	34.0464	26.9134	23.1312	21.8327	20.1027	18.4943	16.7142	0.2307	0.1983	0.1642	0.1522	0.1382	0.1155	0.1113	87
-11	0.5	1	0	0.4900	0.1263	0.0243	0.0089	0.0044	0.0010	0.0002	37.0885	26.0113	23.7018	22.8615	22.0744	21.1322	20.8396	1.6069	1.2505	1.1986	1.1772	1.1541	1.0950	1.0700	0
-11	0.5	1	1	0.2517	0.1991	0.0196	0.0066	0.0030	0.0010	0.0006	28.6186	26.7413	23.7273	22.7837	22.0361	20.8973	20.5932	1.4163	1.2893	1.1944	1.1599	1.1334	1.1101	1.0871	0
-11	0.5	1	2	0.1883	0.1005	0.0207	0.0073	0.0031	0.0007	0.0003	28.8044	25.2065	23.2539	22.4140	21.8770	21.0850	20.1501	1.3530	1.2862	1.1835	1.1583	1.1333	1.0957	1.0921	0
-11	0.5	10	0	0.1328	0.0789	0.0461	0.0315	0.0226	0.0127	0.0118	28.9102	27.8631	26.8962	26.4793	26.1415	25.5657	25.4037	10.8196	10.7935	10.7286	10.6779	10.6411	10.6002	10.5678	0
-11	0.5	10	1	0.0974	0.0785	0.0494	0.0352	0.0257	0.0148	0.0108	28.0107	27.6162	26.8823	26.5367	26.1925	25.7310	25.4521	10.8000	10.7654	10.7226	10.6783	10.6485	10.5902	10.5532	0
-11	0.5	10	2	0.1314	0.1061	0.0469	0.0357	0.0274	0.0172	0.0159	28.9425	28.2606	26.9091	26.5208	26.2131	25.7999	25.2816	10.8453	10.7913	10.7085	10.6854	10.6478	10.5770	10.5557	0
-11	0.75	0.1	0	0.9677	0.9528	0.4530	0.1411	0.0021	0.0000	0.0000	53.9692	52.2916	39.1140	31.7370	27.4471	22.5355	19.0272	1.1079	0.9235	0.1527	0.0850	0.0561	0.0398	0.0319	7
-11	0.75	0.1	1	0.9908	0.9315	0.2170	0.0243	0.0013	0.0000	0.0000	54.9735	52.1342	34.9568	28.9243	25.5738	22.2082	20.3672	1.7073	0.6569	0.1071	0.0728	0.0540	0.0351	0.0290	100
-11	0.75	0.1	2	0.9687	0.9396	0.4464	0.0462	0.0036	0.0000	0.0000	53.4815	51.6198	35.3573	30.1061	26.3878	22.5623	18.8827	1.3446	0.6493	0.1259	0.0789	0.0563	0.0359	0.0278	94
-11	0.75	1	0	0.9807	0.9574	0.8086	0.4777	0.2541	0.0780	0.0283	55.1573	54.1606	49.0403	39.9401	35.1632	30.8156	28.5965	2.9531	2.9242	2.7050	1.9023	1.5471	1.2815	1.1714	0
-11	0.75	1	1	0.9772	0.9423	0.8205	0.5381	0.1899	0.0828	0.0448	54.6399	53.3115	48.6326	41.3476	33.2397	30.6497	28.6978	2.9269	2.9161	2.6874	2.0175	1.4310	1.2754	1.1860	0
-11	0.75	1	2	0.9520	0.9228	0.7797	0.4899	0.2303	0.0549	0.0178	53.9316	52.6698	48.1611	40.4642	34.3447	29.9912	27.4056	2.9507	2.9300	2.6153	1.9775	1.5144	1.2355	1.2052	0
-11	0.75	10	0	0.7588	0.6799	0.6011	0.5058	0.4126	0.3155	0.3024	46.1546	44.5134	42.7646	40.6220	38.3594	36.4162	35.9735	11.0648	10.9919	10.8905	10.7562	10.6121	10.4673	10.4205	0
-11	0.75	10	1	0.7749	0.7109	0.6054	0.5192	0.4258	0.2957	0.2800	46.2080	44.9377	42.4591	40.8064	38.6838	36.2976	35.5569	11.1519	11.0620	10.8953	10.7703	10.6333	10.4504	10.3695	0
-11	0.75	10	2	0.7745	0.7549	0.6461	0.5207	0.4401	0.3641	0.2693	46.4108	45.9362	43.6919	40.6333	38.9659	37.4421	35.7409	11.1384	11.0783	10.9517	10.7948	10.6746	10.5323	10.4456	0
-10	0.25	0.1	0	0.0569	0.0092	0.0002	0.0000	0.0000	0.0000	0.0000	25.3349	24.5547	21.3856	18.8544	17.2911	13.3284	11.3044	0.1675	0.1510	0.1291	0.1095	0.1002	0.0786	0.0634	0
-10	0.25	0.1	1	0.0225	0.0040	0.0002	0.0000	0.0000	0.0000	0.0000	27.6864	23.7978	20.8510	18.8612	15.6839	12.5422	10.0659	0.1562	0.1524	0.1264	0.1124	0.0946	0.0777	0.0717	3
-10	0.25	0.1	2	0.0277	0.0031	0.0002	0.0000	0.0000	0.0000	0.0000	30.0653	26.9528	22.1385	19.3055	16.1986	13.4195	12.7951	0.1738	0.1581	0.1309	0.1152	0.1011	0.0811	0.0641	3
-10	0.25	1	0	0.0117	0.0085	0.0017	0.0004	0.0001	0.0000	0.0000	21.9160	21.0086	19.9612	19.0672	18.3122	17.4475	16.9255	1.2202	1.1958	1.1616	1.1420	1.1201	1.0936	1.0713	0
-10	0.25	1	1	0.0081	0.0060	0.0017	0.0003	0.0001	0.0000	0.0000	22.0466	20.5249	19.8967	19.1994	18.3636	17.6967	17.4520	1.2067	1.1918	1.1672	1.1445	1.1257	1.1041	1.0840	0
-10	0.25	1	2	0.0117	0.0087	0.0018	0.0007	0.0002	0.0000	0.0000	21.4366	21.0211	20.0051	19.2350	18.3508	17.6686	17.2510	1.2184	1.2007	1.1729	1.1468	1.1234	1.0991	1.0910	0
-10	0.25	10	0	0.0075	0.0046	0.0025	0.0015	0.0010	0.0004	0.0002	19.8660	19.6271	19.3287	18.9669	18.6981	18.4229	18.1236	10.5429	10.5268	10.4827	10.4646	10.4333	10.3707	10.3532	0
-10	0.25	10	1	0.0060	0.0053	0.0030	0.0019	0.0012	0.0005	0.0003	19.8722	19.5024	19.1874	18.9201	18.6697	18.3548	18.0034	10.6068	10.5460	10.4863	10.4498	10.4225	10.3794	10.3555	0
-10	0.25	10	2	0.0062	0.0043	0.0026	0.0017	0.0010	0.0005	0.0004	19.9588	19.5974	19.2252	18.9482	18.7033	18.3209	18.1252	10.5809	10.5277	10.4905	10.4591	10.4214	10.3654	10.3368	0
-10	0.5	0.1	0	0.1672	0.0784	0.0053	0.0006	0.0001	0.0000	0.0000	27.4046	26.3591	23.8053	22.2046	20.6377	18.4765	17.5177	0.2287	0.1800	0.1591	0.1440	0.1315	0.1184	0.1148	9
-10	0.5	0.1	1	0.3977	0.0677	0.0087	0.0007	0.0002	0.0000	0.0000	32.4230	26.0385	23.4224	21.5568	20.2924	18.5979	17.7267	0.2528	0.1944	0.1641	0.1493	0.1283	0.1118	0.1033	89
-10	0.5	0.1	2	0.4160	0.0454	0.0039	0.0005	0.0001	0.0000	0.0000	34.0333	25.9722	23.3960	21.6133	20.1984	18.5353	18.1049	0.2341	0.1949	0.1638	0.1502	0.1383	0.1173	0.1063	87
-10	0.5	1	0	0.5014	0.1321	0.0260	0.0098	0.0046	0.0010	0.0003	37.7896	25.4169	23.5632	22.7066	21.9347	20.8136	20.0781	1.6291	1.2494	1.1965	1.1745	1.1513	1.0982	1.0718	0
-10	0.5	1	1	0.2631	0.2073	0.0200	0.0068	0.0032	0.0011	0.0006	29.7869	27.2737	23.1578	22.4194	21.7407	20.8290	20.2145	1.4318	1.3006	1.1877	1.1572	1.1287	1.1048	1.0877	0
-10	0.5	1	2	0.1971	0.1048	0.0221	0.0074	0.0032	0.0008	0.0002	28.5737	25.5978	23.1876	22.6242	21.8852	21.0058	20.5441	1.3602	1.2830	1.1823	1.1574	1.1323	1.1004	1.0945	0
-10	0.5	10	0	0.1368	0.0822	0.0478	0.0329	0.0236	0.0134	0.0120	28.4840	27.6597	26.9608	26.6095	26.1750	25.6259	25.1405	10.8452	10.7914	10.7320	10.6822	10.6416	10.5983	10.5798	0
-10	0.5	10	1	0.1012	0.0813	0.0513	0.0368	0.0266	0.0154	0.0112	28.0709	27.6158	27.0446	26.6124	26.2715	25.8021	25.3110	10.8034	10.7700	10.7133	10.6747	10.6423	10.5952	10.5751	0
-10	0.5	10	2	0.1355	0.1100	0.0486	0.0371	0.0287	0.0178	0.0162	28.5057	28.2215	26.9592	26.6129	26.2205	25.6653	25.3924	10.8302	10.7967	10.7129	10.6837	10.6519	10.5894	10.5621	0
-10	0.75	0.1	0	0.9691	0.9571	0.4699	0.1521	0.0021	0.0000	0.0000	53.6143	52.3792	39.7325	31.9208	26.5441	21.6137	19.4647	1.1649	0.9579	0.1531	0.0832	0.0565	0.0394	0.0325	7
-10	0.75	0.1	1	0.9916	0.9373	0.2273	0.0254	0.0017	0.0000	0.0000	54.1490	51.0886	36.5320	29.6402	26.0709	22.6186	18.9764	1.7046	0.6900	0.1053	0.0719	0.0522	0.0336	0.0293	100
-10	0.75	0.1	2	0.9698	0.9447	0.4694	0.0430	0.0039	0.0000	0.0000	52.6461	51.9346	38.6447	30.0379	25.9760	20.1951	18.1057	1.3723	0.6717	0.1260	0.0782	0.0555	0.0357	0.0259	94
-10	0.75	1	0	0.9816	0.9598	0.8201	0.4946	0.2668	0.0824	0.0306	54.8943	54.1319	49.1718	40.5460	34.9194	30.8212	28.7039	2.9650	2.9249	2.7292	1.9378	1.5666	1.3003	1.1744	0
-10	0.75	1	1	0.9789	0.9459	0.8304	0.5560	0.1998	0.0893	0.0472	54.9762	53.7141	49.3083	41.8428	33.3829	31.3171	29.2014	2.9310	2.9175	2.7228	2.0592	1.4561	1.2755	1.2047	0
-10	0.75	1	2	0.9545	0.9278	0.7921	0.5093	0.2445	0.0603	0.0192	53.4888	53.0344	48.8946	40.6316	35.1888	29.8401	28.5608	2.9567	2.9433	2.6628	2.0167	1.5398	1.2470	1.2003	0
-10	0.75	10	0	0.7691	0.6912	0.6139	0.5191	0.4261	0.3274	0.3134	46.2203	44.3123	42.6872	40.8033	38.8806	36.7324	36.1384	11.0744	10.9948	10.9006	10.7928	10.6355	10.4703	10.4544	0
-10	0.75	10	1	0.7846	0.7213	0.6177	0.5321	0.4389	0.3065	0.2899	46.6855	45.1214	42.9857	40.8732	39.2213	36.1421	35.6603	11.1457	11.0786	10.9258	10.7827	10.6624	10.4764	10.3966	0
-10	0.75	10	2	0.7829	0.7639	0.6579	0.5345	0.4548	0.3761	0.2806	46.7749	46.0134	44.1151	41.2079	39.0170	37.5481	36.1849	11.1370	11.0970	10.9676	10.8034	10.6972	10.5375	10.4553	0
-9	0.25	0.1	0	0.0546	0.0089	0.0002	0.0000	0.0000	0.0000	0.0000	28.5926	23.3146	20.9944	18.9408	17.3742	14.0587	12.8951	0.1699	0.1494	0.1273	0.1084	0.0987	0.0795	0.0642	0
-9	0.25	0.1	1	0.0239	0.0040	0.0002	0.0000	0.0000	0.0000	0.0000	27.4309	26.0942	22.0040	19.3128	16.9150	14.5896	12.5509	0.1566	0.1507	0.1265	0.1107	0.0928	0.0783	0.0710	3
-9	0.25	0.1	2	0.0260	0.0031	0.0002	0.0000	0.0000	0.0000	0.0000	28.0284	23.9178	21.3057	19.3026	16.5368	14.3275	12.4896	0.1694	0.1568	0.1277	0.1142	0.1008	0.0788	0.0631	3
-9	0.25	1	0	0.0114	0.0087	0.0016	0.0004	0.0001	0.0000	0.0000	21.5814	20.5197	19.6936	18.9411	18.3023	17.2605	16.9348	1.2192	1.1872	1.1600	1.1401	1.1175	1.0917	1.0711	0
-9	0.25	1	1	0.0082	0.0060	0.0017	0.0003	0.0001	0.0000	0.0000	21.4421	20.6429	19.7567	18.7805	18.3624	17.3853	16.4814	1.1999	1.1878	1.1630	1.1419	1.1251	1.0948	1.0864	0
-9	0.25	1	2	0.0114	0.0089	0.0019	0.0006	0.0002	0.0000	0.0000	20.7998	20.4952	19.8316	19.1224	18.2440	17.1281	16.9411	1.2169	1.2100	1.1693	1.1479	1.1205	1.0998	1.0974	0
-9	0.25	10	0	0.0077	0.0044	0.0025	0.0016	0.0010	0.0004	0.0003	19.6459	19.4981	19.1289	18.9280	18.6465	18.2328	18.1362	10.5412	10.5141	10.4879	10.4627	10.4344	10.3915	10.3715	0
-9	0.25	10	1	0.0061	0.0054	0.0031	0.0020	0.0012	0.0006	0.0003	19.6547	19.5816	19.1955	18.9452	18.6858	18.2673	17.8551	10.5830	10.5287	10.4843	10.4538	10.4176	10.3748	10.3628	0
-9	0.25	10	2	0.0063	0.0043	0.0026	0.0017	0.0010	0.0005	0.0004	19.7291	19.4604	19.1054	18.8545	18.5850	18.2882	18.1099	10.5632	10.5177	10.4890	10.4606	10.4236	10.3698	10.3450	0
-9	0.5	0.1	0	0.1715	0.0821	0.0060	0.0008	0.0000	0.0000	0.0000	29.6659	27.0792	22.8794	21.6029	19.5104	17.5665	15.9359	0.2268	0.1786	0.1585	0.1427	0.1286	0.1163	0.1119	9
-9	0.5	0.1	1	0.4102	0.0687	0.0094	0.0008	0.0002	0.0000	0.0000	33.6499	26.9850	24.0669	22.3861	20.8029	19.0089	17.2705	0.2603	0.1879	0.1617	0.1475	0.1266	0.1099	0.1008	89
-9	0.5	0.1	2	0.4345	0.0507	0.0043	0.0004	0.0001	0.0000	0.0000	36.0388	25.6942	23.1183	21.7226	20.3361	17.6038	16.5554	0.2327	0.1899	0.1614	0.1472	0.1335	0.1153	0.1022	87
-9	0.5	1	0	0.5145	0.1371	0.0277	0.0101	0.0048	0.0012	0.0004	37.8545	26.0437	23.8570	22.6827	21.8943	21.1534	20.0925	1.6536	1.2521	1.1931	1.1747	1.1510	1.1006	1.0789	0
-9	0.5	1	1	0.2754	0.2176	0.0200	0.0069	0.0034	0.0012	0.0006	29.5901	26.8614	23.3755	22.5345	21.7792	20.8811	20.2087	1.4421	1.3050	1.1910	1.1564	1.1256	1.1064	1.0854	0
-9	0.5	1	2	0.2070	0.1109	0.0233	0.0078	0.0032	0.0008	0.0003	28.5897	27.0593	23.3811	22.5660	21.8408	20.9251	20.4274	1.3790	1.2859	1.1830	1.1518	1.1281	1.0937	1.0865	0
-9	0.5	10	0	0.1420	0.0861	0.0495	0.0341	0.0246	0.0142	0.0123	28.9303	27.8270	26.9079	26.4486	26.1690	25.7699	25.5454	10.8667	10.7805	10.7308	10.6774	10.6403	10.5849	10.5742	0
-9	0.5	10	1	0.1057	0.0845	0.0531	0.0386	0.0277	0.0160	0.0116	28.0119	27.8271	26.9497	26.6074	26.2621	25.7536	25.6869	10.7751	10.7616	10.7225	10.6811	10.6512	10.6007	10.5877	0
-9	0.5	10	2	0.1407	0.1146	0.0506	0.0388	0.0301	0.0186	0.0168	29.1252	28.4297	26.9326	26.5807	26.2939	25.8048	25.2883	10.8355	10.7984	10.7200	10.6763	10.6461	10.5867	10.5517	0
-9	0.75	0.1	0	0.9709	0.9599	0.4921	0.1599	0.0020	0.0000	0.0000	53.7538	51.9240	40.3770	32.0215	27.7517	22.7748	21.1117	1.2068	0.9997	0.1563	0.0831	0.0561	0.0390	0.0301	7
-9	0.75	0.1	1	0.9925	0.9424	0.2318	0.0255	0.0015	0.0000	0.0000	55.3067	52.3905	34.8761	29.4313	25.6599	22.3448	21.4853	1.7100	0.7247	0.1079	0.0721	0.0500	0.0324	0.0284	100
-9	0.75	0.1	2	0.9724	0.9504	0.4920	0.0469	0.0039	0.0003	0.0000	53.7629	52.2745	37.0947	30.9873	26.3808	20.4697	17.8992	1.3965	0.7049	0.1285	0.0785	0.0531	0.0352	0.0267	94
-9	0.75	1	0	0.9822	0.9628	0.8311	0.5142	0.2823	0.0873	0.0332	54.5083	54.1168	50.1064	41.0896	35.8678	30.7866	29.3987	2.9735	2.9347	2.7630	1.9729	1.5945	1.3160	1.1795	0
-9	0.75	1	1	0.9803	0.9496	0.8415	0.5769	0.2133	0.0959	0.0497	54.3111	53.1157	49.7415	42.5245	33.7719	30.9138	29.1618	2.9601	2.9271	2.7588	2.0996	1.4956	1.2956	1.2033	0
-9	0.75	1	2	0.9574	0.9335	0.8036	0.5305	0.2611	0.0672	0.0206	53.7558	52.9216	49.3787	41.3499	34.7580	30.5399	28.9829	2.9491	2.9317	2.6943	2.0664	1.5642	1.2789	1.2098	0
-9	0.75	10	0	0.7796	0.7034	0.6288	0.5342	0.4414	0.3402	0.3265	46.9395	45.0870	42.9420	41.1089	39.0082	37.0523	36.7174	11.0732	11.0159	10.9241	10.8014	10.6490	10.4788	10.4307	0
-9	0.75	10	1	0.7952	0.7329	0.6306	0.5461	0.4537	0.3194	0.3025	46.5173	45.8315	43.0677	41.2162	39.3040	36.7880	35.9913	11.1400	11.1189	10.9449	10.8082	10.6712	10.5134	10.4433	0
-9	0.75	10	2	0.7918	0.7746	0.6708	0.5493	0.4700	0.3889	0.2928	46.9076	46.4766	43.9709	41.3016	39.5763	37.7825	35.8721	11.1718	11.1086	10.9872	10.8394	10.7253	10.5584	10.4827	0
-8	0.25	0.1	0	0.0545	0.0083	0.0002	0.0000	0.0000	0.0000	0.0000	26.0281	24.5842	21.4096	18.8786	17.3334	14.0885	12.7606	0.1629	0.1500	0.1263	0.1068	0.0969	0.0788	0.0646	0
-8	0.25	0.1	1	0.0232	0.0031	0.0002	0.0000	0.0000	0.0000	0.0000	28.9459	26.7365	21.4333	19.1771	16.6096	13.8774	12.4038	0.1582	0.1472	0.1241	0.1093	0.0920	0.0779	0.0712	3
-8	0.25	0.1	2	0.0239	0.0030	0.0002	0.0000	0.0000	0.0000	0.0000	29.1247	24.8906	21.3976	19.6138	16.8968	13.5967	11.7942	0.1684	0.1557	0.1270	0.1140	0.0994	0.0779	0.0643	3
-8	0.25	1	0	0.0117	0.0090	0.0016	0.0004	0.0001	0.0000	0.0000	21.4006	20.8349	19.7606	19.0606	18.3407	17.4820	17.1021	1.2068	1.1891	1.1616	1.1429	1.1188	1.0908	1.0614	0
-8	0.25	1	1	0.0082	0.0058	0.0017	0.0003	0.0001	0.0000	0.0000	21.1926	20.4558	19.4346	18.7374	18.0191	17.3848	17.1638	1.1921	1.1836	1.1597	1.1417	1.1255	1.0989	1.0839	0
-8	0.25	1	2	0.0114	0.0084	0.0020	0.0007	0.0002	0.0000	0.0000	21.7356	20.8416	19.9235	18.9505	18.2729	17.1561	16.6113	1.2205	1.2047	1.1667	1.1446	1.1197	1.0992	1.0952	0
