P_SWITCH_YEAR,P_PFPR,P_TACT,FREQ_580Y_2032,PFPR_2032,TFR_10Y,Run
2026,0.01,baseline,0.814836,0.0055665,0.211575356,run3
2026,0.01,baseline,0.250479,0.0011225,0.098749241,run30
2026,0.01,baseline,0.703608,0.003492,0.16676668,run31
2026,0.01,baseline,0.241325,0.00137,0.091331639,run32
2026,0.01,baseline,0.568136,0.0025385,0.147259391,run33
2026,0.01,baseline,0.439179,0.002534,0.125943167,run34
2026,0.01,baseline,0.851156,0.005774,0.215842976,run35
2026,0.01,baseline,0.393482,0.0018125,0.108292691,run36
2026,0.01,baseline,0.806341,0.005868,0.217485903,run37
2026,0.01,baseline,0.185039,0.001419,0.09362113,run38
2026,0.01,baseline,0.468755,0.0026775,0.12351204,run39
2026,0.01,baseline,0.423184,0.0019985,0.123557749,run4
2026,0.01,baseline,0.573978,0.0024825,0.143789667,run40
2026,0.01,baseline,0.144189,0.001268,0.089192589,run41
2026,0.01,baseline,0.172261,0.0015385,0.09238475,run42
2026,0.01,baseline,0.552052,0.00229,0.129632217,run43
2026,0.01,baseline,0.77309,0.0035815,0.173700855,run44
2026,0.01,baseline,0.182838,0.001653,0.087905505,run45
2026,0.01,baseline,0.180023,0.001488,0.09232455,run46
2026,0.01,baseline,0.854395,0.0055105,0.232282261,run47
2026,0.01,baseline,0.543917,0.002545,0.138823656,run48
2026,0.01,baseline,0.563678,0.002623,0.135104934,run49
2026,0.01,baseline,0.612797,0.002281,0.131476608,run5
2026,0.01,baseline,0.530416,0.0024575,0.138031857,run50
2026,0.01,baseline,0.828709,0.0041305,0.208471977,run51
2026,0.01,baseline,0.613938,0.0040095,0.160366924,run52
2026,0.01,baseline,0.336667,0.0023685,0.125577472,run53
2026,0.01,baseline,0.726665,0.004539,0.180618272,run54
2026,0.01,baseline,0.712961,0.0034495,0.176469836,run55
2026,0.01,baseline,0.552705,0.0024275,0.128583722,run56
2026,0.01,baseline,0.742282,0.0033575,0.173791214,run57
2026,0.01,baseline,0.331178,0.0015145,0.097339123,run58
2026,0.01,baseline,0.871989,0.009512,0.251913014,run59
2026,0.01,baseline,0.43032,0.001822,0.118619899,run6
2026,0.01,baseline,0.251172,0.002033,0.110585449,run60
2026,0.01,baseline,0.521776,0.0022445,0.139402898,run61
2026,0.01,baseline,0.332621,0.0013795,0.090681712,run62
2026,0.01,baseline,0.0897305,0.00124,0.091685217,run63
2026,0.01,baseline,0.692577,0.0043285,0.181161217,run64
2026,0.01,baseline,0.239479,0.001949,0.094086229,run65
2026,0.01,baseline,0.258585,0.0013955,0.100339562,run66
2026,0.01,baseline,0.762738,0.005197,0.192983835,run67
2026,0.01,baseline,0.346386,0.001498,0.102352205,run68
2026,0.01,baseline,0.727687,0.003268,0.164342815,run69
2026,0.01,baseline,0.368215,0.001795,0.122410995,run7
2026,0.01,baseline,0.64523,0.0029325,0.153470365,run70
2026,0.01,baseline,0.394172,0.0016595,0.114491956,run71
2026,0.01,baseline,0.490037,0.001282,0.118684926,run72
2026,0.01,baseline,0.393392,0.0017675,0.121927659,run73
2026,0.01,baseline,0.688915,0.003616,0.177129083,run74
2026,0.01,baseline,0.729674,0.0042815,0.194598677,run75
2026,0.01,baseline,0.162734,0.0015865,0.091611753,run76
2026,0.01,baseline,0.466957,0.001579,0.13065481,run77
2026,0.01,baseline,0.480238,0.0020075,0.128752213,run78
2026,0.01,baseline,0.46087,0.0021355,0.115501335,run79
2026,0.01,baseline,0.796647,0.0041815,0.198708697,run8
2026,0.01,baseline,0.175871,0.001525,0.089370671,run80
2026,0.01,baseline,0.320108,0.001327,0.098367823,run81
2026,0.01,baseline,0.0985325,0.0010275,0.088791658,run82
2026,0.01,baseline,0.629991,0.0024145,0.150534193,run83
2026,0.01,baseline,0.343164,0.0017065,0.112580693,run84
2026,0.01,baseline,0.589338,0.002906,0.151532338,run85
2026,0.01,baseline,0.907155,0.009824,0.259271612,run86
2026,0.01,baseline,0.48303,0.0015885,0.117313559,run87
2026,0.01,baseline,0.613179,0.002792,0.137161729,run88
2026,0.01,baseline,0.682858,0.00299,0.164966267,run89
2026,0.01,baseline,0.128651,0.001161,0.085915339,run9
2026,0.01,baseline,0.726505,0.003787,0.180880362,run90
2026,0.01,baseline,0.261291,0.001277,0.099780346,run91
2026,0.01,baseline,0.89814,0.0078615,0.252107531,run92
2026,0.01,baseline,0.696789,0.0036495,0.171450746,run93
2026,0.01,baseline,0.858958,0.00762,0.225819202,run94
2026,0.01,baseline,0.884149,0.008392,0.245185238,run95
2026,0.01,baseline,0.323293,0.002099,0.118905848,run96
2026,0.01,baseline,0.542935,0.0023465,0.141368879,run97
2026,0.01,baseline,0.0750769,0.0013785,0.080992674,run98
2026,0.01,baseline,0.833185,0.007707,0.248968278,run99
2027,0.01,baseline,0.575955,0.002449,0.137052521,run1
2027,0.01,baseline,0.120699,0.001481,0.085262323,run10
2027,0.01,baseline,0.241974,0.0012425,0.085169944,run100
2027,0.01,baseline,0.750437,0.003687,0.188046389,run11
2027,0.01,baseline,0.538153,0.0018255,0.128828484,run12
2027,0.01,baseline,0.126978,0.0011755,0.090182173,run13
2027,0.01,baseline,0.21151,0.0011525,0.09259213,run14
2027,0.01,baseline,0.655108,0.0042925,0.17202722,run15
2027,0.01,baseline,0.386643,0.0020945,0.117011646,run16
2027,0.01,baseline,0.425782,0.0015595,0.103705519,run17
2027,0.01,baseline,0.855931,0.007258,0.22970895,run18
2027,0.01,baseline,0.355562,0.00156,0.106364455,run19
2027,0.01,baseline,0.295952,0.001668,0.105899335,run2
2027,0.01,baseline,0.515495,0.001813,0.129996654,run20
2027,0.01,baseline,0.180017,0.0015215,0.094981573,run21
2027,0.01,baseline,0.354918,0.001927,0.11584053,run22
2027,0.01,baseline,0.184394,0.001648,0.104101154,run23
2027,0.01,baseline,0.751096,0.004736,0.179790735,run24
2027,0.01,baseline,0.865908,0.0049365,0.225480165,run25
2027,0.01,baseline,0.902294,0.008003,0.259103311,run26
2027,0.01,baseline,0.933051,0.0114415,0.266731823,run27
2027,0.01,baseline,0.565652,0.002347,0.130514465,run28
2027,0.01,baseline,0.251225,0.0019125,0.114329901,run29
2027,0.01,baseline,0.660333,0.0033725,0.171943931,run3
2027,0.01,baseline,0.840941,0.003648,0.195642778,run30
2027,0.01,baseline,0.763279,0.0042965,0.179646475,run31
2027,0.01,baseline,0.509906,0.0019295,0.124782556,run32
2027,0.01,baseline,0.644727,0.00337,0.156529365,run33
2027,0.01,baseline,0.17293,0.001335,0.092340234,run34
2027,0.01,baseline,0.729508,0.002793,0.158821094,run35
2027,0.01,baseline,0.497305,0.0020505,0.139441189,run36
2027,0.01,baseline,0.728597,0.0037405,0.173246081,run37
2027,0.01,baseline,0.835008,0.004958,0.206137844,run38
2027,0.01,baseline,0.376344,0.0008825,0.090609847,run39
2027,0.01,baseline,0.555921,0.0025315,0.140193937,run4
2027,0.01,baseline,0.589656,0.002803,0.148873829,run40
2027,0.01,baseline,0.620693,0.0022835,0.149113166,run41
2027,0.01,baseline,0.696284,0.0032355,0.176577133,run42
2027,0.01,baseline,0.411483,0.0017755,0.119848933,run43
2027,0.01,baseline,0.159056,0.000838,0.088852305,run44
2027,0.01,baseline,0.653403,0.0029895,0.16258744,run45
2027,0.01,baseline,0.296135,0.00195,0.109402562,run46
2027,0.01,baseline,0.779913,0.004873,0.197736001,run47
2027,0.01,baseline,0.229474,0.0013425,0.095771539,run48
2027,0.01,baseline,0.7432,0.003945,0.186825147,run49
2027,0.01,baseline,0.245897,0.001433,0.086642898,run5
2027,0.01,baseline,0.511922,0.001797,0.121045739,run50
2027,0.01,baseline,0.683531,0.003483,0.162079725,run51
2027,0.01,baseline,0.792567,0.0050775,0.212404421,run52
2027,0.01,baseline,0.53549,0.0021955,0.136477202,run53
2027,0.01,baseline,0.461356,0.0020705,0.12574959,run54
2027,0.01,baseline,0.211986,0.001446,0.105435602,run55
2027,0.01,baseline,0.442715,0.0017795,0.121043573,run56
2027,0.01,baseline,0.543247,0.0026275,0.149027284,run57
2027,0.01,baseline,0.750767,0.003262,0.175765729,run58
2027,0.01,baseline,0.195445,0.00137,0.095646065,run59
2027,0.01,baseline,0.535785,0.0028015,0.13903765,run6
2027,0.01,baseline,0.454261,0.001989,0.126283223,run60
2027,0.01,baseline,0.797947,0.004498,0.186151957,run61
2027,0.01,baseline,0.560274,0.003275,0.143398036,run62
2027,0.01,baseline,0.377293,0.001209,0.115106796,run63
2027,0.01,baseline,0.452921,0.002044,0.117509931,run64
2027,0.01,baseline,0.780499,0.0047045,0.193341469,run65
2027,0.01,baseline,0.674367,0.002837,0.169962162,run66
2027,0.01,baseline,0.211864,0.0012905,0.086245708,run67
2027,0.01,baseline,0.491712,0.0021185,0.119097622,run68
2027,0.01,baseline,0.615224,0.0022755,0.149211569,run69
2027,0.01,baseline,0.308592,0.0015755,0.1096374,run7
2027,0.01,baseline,0.565933,0.0023825,0.137273898,run70
2027,0.01,baseline,0.562557,0.0023455,0.153990069,run71
2027,0.01,baseline,0.31769,0.0017875,0.105894493,run72
2027,0.01,baseline,0.683995,0.003545,0.161108137,run73
2027,0.01,baseline,0.727918,0.0035165,0.169674355,run74
2027,0.01,baseline,0.236118,0.001627,0.091594434,run75
2027,0.01,baseline,0.541877,0.00277,0.138260486,run76
2027,0.01,baseline,0.466348,0.002376,0.129987338,run77
2027,0.01,baseline,0.646079,0.003563,0.166227977,run78
2027,0.01,baseline,0.643114,0.0034775,0.15879769,run79
2027,0.01,baseline,0.744328,0.0033215,0.168797601,run8
2027,0.01,baseline,0.151593,0.0010695,0.087222709,run80
2027,0.01,baseline,0.603129,0.0022145,0.13998696,run81
2027,0.01,baseline,0.523179,0.002102,0.135238361,run82
2027,0.01,baseline,0.668891,0.0041045,0.167645923,run83
2027,0.01,baseline,0.695232,0.0030605,0.147411195,run84
2027,0.01,baseline,0.646614,0.0023185,0.156520112,run85
2027,0.01,baseline,0.794277,0.0046705,0.198480616,run86
2027,0.01,baseline,0.0947171,0.0013925,0.08837577,run87
2027,0.01,baseline,0.732537,0.003351,0.168717409,run88
2027,0.01,baseline,0.401565,0.0017545,0.116967679,run89
2027,0.01,baseline,0.103073,0.0011465,0.086764168,run9
2027,0.01,baseline,0.324396,0.001317,0.110261143,run90
2027,0.01,baseline,0.386237,0.0020205,0.117186826,run91
2027,0.01,baseline,0.363586,0.001954,0.120912383,run92
2027,0.01,baseline,0.396867,0.0018395,0.124378258,run93
2027,0.01,baseline,0.608498,0.0026205,0.150240947,run94
2027,0.01,baseline,0.282113,0.0022285,0.107615768,run95
2027,0.01,baseline,0.555919,0.0024745,0.146867049,run96
2027,0.01,baseline,0.233759,0.0015245,0.098954227,run97
2027,0.01,baseline,0.390279,0.001803,0.103372877,run98
2027,0.01,baseline,0.932189,0.015358,0.300269437,run99
2022,0.1,baseline,0.580457,0.0969325,0.155373185,run1
2022,0.1,baseline,0.559471,0.095435,0.147830727,run10
2022,0.1,baseline,0.50041,0.091535,0.135717558,run100
2022,0.1,baseline,0.610102,0.098077,0.15582143,run11
2022,0.1,baseline,0.663333,0.101493,0.171868789,run12
2022,0.1,baseline,0.652996,0.100765,0.16990235,run13
2022,0.1,baseline,0.761475,0.107868,0.200208993,run14
2022,0.1,baseline,0.485788,0.091326,0.131935482,run15
2022,0.1,baseline,0.62283,0.1003015,0.16508938,run16
2022,0.1,baseline,0.630087,0.100469,0.163298575,run17
2022,0.1,baseline,0.595206,0.097178,0.158504201,run18
2022,0.1,baseline,0.648502,0.100478,0.163245181,run19
2022,0.1,baseline,0.702532,0.104217,0.18196829,run2
2022,0.1,baseline,0.603296,0.097542,0.156078936,run20
2022,0.1,baseline,0.587575,0.097151,0.150099643,run21
2022,0.1,baseline,0.648071,0.101395,0.16292817,run22
2022,0.1,baseline,0.452129,0.090012,0.129185543,run23
2022,0.1,baseline,0.561777,0.0952355,0.145800621,run24
2022,0.1,baseline,0.527522,0.0930465,0.138122214,run25
2022,0.1,baseline,0.615854,0.098484,0.158698718,run26
2022,0.1,baseline,0.554969,0.09659,0.150117238,run27
2022,0.1,baseline,0.678711,0.1031045,0.173523017,run28
2022,0.1,baseline,0.51949,0.094371,0.137820231,run29
2022,0.1,baseline,0.564651,0.0944945,0.144423498,run3
2022,0.1,baseline,0.536117,0.094942,0.143896366,run30
2022,0.1,baseline,0.61202,0.098829,0.158641614,run31
2022,0.1,baseline,0.588268,0.096529,0.149515077,run32
2022,0.1,baseline,0.511878,0.093889,0.138007213,run33
2022,0.1,baseline,0.638537,0.0991655,0.1584853,run34
2022,0.1,baseline,0.619955,0.0998715,0.158127388,run35
2022,0.1,baseline,0.664156,0.10154,0.168755676,run36
2022,0.1,baseline,0.633127,0.0995595,0.161721279,run37
2022,0.1,baseline,0.586402,0.098137,0.154075941,run38
2022,0.1,baseline,0.599807,0.0984525,0.159623242,run39
2022,0.1,baseline,0.517749,0.0927565,0.137371716,run4
2022,0.1,baseline,0.577349,0.098671,0.153583522,run40
2022,0.1,baseline,0.420596,0.087026,0.122387222,run41
2022,0.1,baseline,0.604211,0.0979355,0.158981493,run42
2022,0.1,baseline,0.637608,0.1005775,0.163315422,run43
2022,0.1,baseline,0.449258,0.0895615,0.127171676,run44
2022,0.1,baseline,0.597396,0.0962985,0.153710577,run45
2022,0.1,baseline,0.656698,0.1010375,0.167020838,run46
2022,0.1,baseline,0.526283,0.093459,0.140733133,run47
2022,0.1,baseline,0.678155,0.103207,0.173782178,run48
2022,0.1,baseline,0.632504,0.099201,0.162468679,run49
2022,0.1,baseline,0.53067,0.092502,0.137790416,run5
2022,0.1,baseline,0.548135,0.0948615,0.145029275,run50
2022,0.1,baseline,0.52555,0.093923,0.141052487,run51
2022,0.1,baseline,0.488733,0.0918835,0.13373424,run52
2022,0.1,baseline,0.577808,0.0969825,0.153415805,run53
2022,0.1,baseline,0.658169,0.101655,0.167590645,run54
2022,0.1,baseline,0.620217,0.0996675,0.160797371,run55
2022,0.1,baseline,0.576545,0.095353,0.148935516,run56
2022,0.1,baseline,0.593535,0.0963415,0.154197139,run57
2022,0.1,baseline,0.695643,0.104636,0.181885482,run58
2022,0.1,baseline,0.6071,0.098561,0.157527198,run59
2022,0.1,baseline,0.734544,0.10666,0.190430502,run6
2022,0.1,baseline,0.635008,0.100617,0.164821037,run60
2022,0.1,baseline,0.607457,0.0987745,0.162752694,run61
2022,0.1,baseline,0.594158,0.0967705,0.157521279,run62
2022,0.1,baseline,0.616435,0.098736,0.158860258,run63
2022,0.1,baseline,0.717759,0.1056425,0.180802455,run64
2022,0.1,baseline,0.627129,0.0992935,0.162698312,run65
2022,0.1,baseline,0.627212,0.09862,0.161150164,run66
2022,0.1,baseline,0.400849,0.087891,0.120584851,run67
2022,0.1,baseline,0.701443,0.1040885,0.183452895,run68
2022,0.1,baseline,0.617676,0.099599,0.160439916,run69
2022,0.1,baseline,0.488596,0.092922,0.133487774,run7
2022,0.1,baseline,0.569999,0.096934,0.152711602,run70
2022,0.1,baseline,0.591666,0.097235,0.154755233,run71
2022,0.1,baseline,0.625724,0.1001255,0.161342059,run72
2022,0.1,baseline,0.659934,0.100954,0.168686356,run73
2022,0.1,baseline,0.670994,0.1020235,0.167815689,run74
2022,0.1,baseline,0.603333,0.098591,0.154825385,run75
2022,0.1,baseline,0.632858,0.099204,0.159179387,run76
2022,0.1,baseline,0.631171,0.0996425,0.162743427,run77
2022,0.1,baseline,0.553135,0.0963105,0.148311684,run78
2022,0.1,baseline,0.640355,0.1000025,0.165253896,run79
2022,0.1,baseline,0.637514,0.1009015,0.164284361,run8
2022,0.1,baseline,0.693361,0.1029235,0.176941879,run80
2022,0.1,baseline,0.667198,0.102339,0.173370798,run81
2022,0.1,baseline,0.65381,0.101436,0.167470764,run82
2022,0.1,baseline,0.676512,0.103065,0.177280967,run83
2022,0.1,baseline,0.623333,0.099317,0.160131647,run84
2022,0.1,baseline,0.496554,0.0918515,0.135950459,run85
2022,0.1,baseline,0.695148,0.1049525,0.181098992,run86
2022,0.1,baseline,0.556174,0.095132,0.148149765,run87
2022,0.1,baseline,0.600888,0.097046,0.156946712,run88
2022,0.1,baseline,0.616043,0.099534,0.157254314,run89
2022,0.1,baseline,0.62024,0.0989155,0.158697953,run9
2022,0.1,baseline,0.534409,0.094444,0.143549051,run90
2022,0.1,baseline,0.652619,0.1017855,0.165557797,run91
2022,0.1,baseline,0.563855,0.0955715,0.145782905,run92
2022,0.1,baseline,0.599196,0.095389,0.149075544,run93
2022,0.1,baseline,0.512856,0.093524,0.138358825,run94
2022,0.1,baseline,0.510278,0.0915755,0.137309283,run95
2022,0.1,baseline,0.516028,0.0930895,0.137999365,run96
2022,0.1,baseline,0.587441,0.096213,0.149455192,run97
2022,0.1,baseline,0.594475,0.0967865,0.153370548,run98
2022,0.1,baseline,0.708447,0.1038905,0.180071083,run99
2023,0.1,baseline,0.643602,0.1013865,0.165546971,run1
2023,0.1,baseline,0.552835,0.094901,0.14266702,run10
2023,0.1,baseline,0.535984,0.0951885,0.145661962,run100
2023,0.1,baseline,0.585553,0.0966105,0.151196904,run11
2023,0.1,baseline,0.675168,0.101869,0.173231056,run12
2023,0.1,baseline,0.587122,0.0975075,0.151898868,run13
2023,0.1,baseline,0.656244,0.100529,0.169762633,run14
2023,0.1,baseline,0.588258,0.097074,0.146955002,run15
2023,0.1,baseline,0.599582,0.098219,0.158334419,run16
2023,0.1,baseline,0.422338,0.0882485,0.123236041,run17
2023,0.1,baseline,0.615436,0.099632,0.161480966,run18
2023,0.1,baseline,0.563221,0.095749,0.150183529,run19
2023,0.1,baseline,0.548377,0.0949765,0.147235035,run2
2023,0.1,baseline,0.579066,0.0966845,0.15225753,run20
2023,0.1,baseline,0.561519,0.0955845,0.145035453,run21
2023,0.1,baseline,0.510353,0.094578,0.137701698,run22
2023,0.1,baseline,0.636632,0.100025,0.162457253,run23
2023,0.1,baseline,0.601552,0.097535,0.155893804,run24
2023,0.1,baseline,0.589999,0.0979595,0.153147578,run25
2023,0.1,baseline,0.685247,0.102463,0.174479262,run26
2023,0.1,baseline,0.561058,0.0951035,0.143363641,run27
2023,0.1,baseline,0.672902,0.1017945,0.173012925,run28
2023,0.1,baseline,0.68628,0.1026535,0.175780013,run29
2023,0.1,baseline,0.666074,0.101522,0.169401753,run3
2023,0.1,baseline,0.596115,0.0975745,0.152735919,run30
2023,0.1,baseline,0.618474,0.0999915,0.160114501,run31
2023,0.1,baseline,0.632829,0.099973,0.163040469,run32
2023,0.1,baseline,0.695723,0.104381,0.181969667,run33
2023,0.1,baseline,0.53784,0.0947965,0.14181667,run34
2023,0.1,baseline,0.603708,0.097674,0.159097099,run35
2023,0.1,baseline,0.505353,0.092722,0.135320596,run36
2023,0.1,baseline,0.437935,0.0901135,0.124989106,run37
2023,0.1,baseline,0.622014,0.098878,0.157763634,run38
2023,0.1,baseline,0.690399,0.1041665,0.177977821,run39
2023,0.1,baseline,0.530688,0.0937605,0.139390756,run4
2023,0.1,baseline,0.533884,0.0947895,0.141214454,run40
2023,0.1,baseline,0.734688,0.106358,0.190088618,run41
2023,0.1,baseline,0.608536,0.097496,0.154711218,run42
2023,0.1,baseline,0.553575,0.0940425,0.14701517,run43
2023,0.1,baseline,0.624439,0.0992545,0.159184032,run44
2023,0.1,baseline,0.588649,0.0975675,0.152680559,run45
2023,0.1,baseline,0.531816,0.093159,0.141099952,run46
2023,0.1,baseline,0.576998,0.096823,0.147574402,run47
2023,0.1,baseline,0.742796,0.1082,0.196808968,run48
2023,0.1,baseline,0.631849,0.099656,0.166018322,run49
2023,0.1,baseline,0.444089,0.0908665,0.12888149,run5
2023,0.1,baseline,0.549702,0.094333,0.141703746,run50
2023,0.1,baseline,0.670524,0.1020995,0.173399525,run51
2023,0.1,baseline,0.657198,0.101559,0.173327063,run52
2023,0.1,baseline,0.72796,0.105018,0.189128034,run53
2023,0.1,baseline,0.531933,0.0949465,0.143614824,run54
2023,0.1,baseline,0.595277,0.097576,0.155181204,run55
2023,0.1,baseline,0.709737,0.1043745,0.181319449,run56
2023,0.1,baseline,0.66261,0.103311,0.174437885,run57
2023,0.1,baseline,0.606556,0.0974925,0.158784634,run58
2023,0.1,baseline,0.54435,0.0942245,0.144337018,run59
2023,0.1,baseline,0.630191,0.099846,0.16302931,run6
2023,0.1,baseline,0.613012,0.0989195,0.156978065,run60
2023,0.1,baseline,0.589578,0.098149,0.153044949,run61
2023,0.1,baseline,0.573008,0.096024,0.149487016,run62
2023,0.1,baseline,0.715242,0.10609,0.185079873,run63
2023,0.1,baseline,0.626843,0.1002195,0.160851594,run64
2023,0.1,baseline,0.816827,0.1105945,0.221848096,run65
2023,0.1,baseline,0.450955,0.0896695,0.124979675,run66
2023,0.1,baseline,0.61688,0.0987955,0.161400694,run67
2023,0.1,baseline,0.781019,0.1097465,0.207984522,run68
2023,0.1,baseline,0.616678,0.0987955,0.156451206,run69
2023,0.1,baseline,0.606098,0.098531,0.156322051,run7
2023,0.1,baseline,0.441005,0.0893375,0.128412246,run70
2023,0.1,baseline,0.583512,0.0957465,0.152235648,run71
2023,0.1,baseline,0.666357,0.1010435,0.169877026,run72
2023,0.1,baseline,0.622129,0.099029,0.156262987,run73
2023,0.1,baseline,0.672013,0.1026885,0.172261942,run74
2023,0.1,baseline,0.642419,0.100599,0.165542655,run75
2023,0.1,baseline,0.487269,0.0919475,0.133051001,run76
2023,0.1,baseline,0.603254,0.097983,0.156266908,run77
2023,0.1,baseline,0.619747,0.098344,0.158767668,run78
2023,0.1,baseline,0.530328,0.0937375,0.144801072,run79
2023,0.1,baseline,0.585327,0.0974405,0.153507769,run8
2023,0.1,baseline,0.540869,0.094947,0.142397423,run80
2023,0.1,baseline,0.598066,0.0988575,0.155375588,run81
2023,0.1,baseline,0.706872,0.104579,0.18372029,run82
2023,0.1,baseline,0.648982,0.1011545,0.171031504,run83
2023,0.1,baseline,0.554263,0.094475,0.146332272,run84
2023,0.1,baseline,0.728642,0.104769,0.188226431,run85
2023,0.1,baseline,0.693991,0.1039195,0.179936452,run86
2023,0.1,baseline,0.559072,0.095752,0.146967956,run87
2023,0.1,baseline,0.620299,0.0987525,0.160569082,run88
2023,0.1,baseline,0.693671,0.1026885,0.17480515,run89
2023,0.1,baseline,0.491016,0.091707,0.132956755,run9
2023,0.1,baseline,0.709024,0.1046345,0.185073745,run90
2023,0.1,baseline,0.597854,0.097733,0.155142896,run91
2023,0.1,baseline,0.702366,0.103649,0.182120709,run92
2023,0.1,baseline,0.652927,0.1006955,0.166953655,run93
2023,0.1,baseline,0.621246,0.0988565,0.160884006,run94
2023,0.1,baseline,0.685184,0.1032025,0.176336386,run95
2023,0.1,baseline,0.704281,0.1044925,0.184732936,run96
2023,0.1,baseline,0.587805,0.0970465,0.155878487,run97
2023,0.1,baseline,0.695266,0.1045955,0.183151316,run98
2023,0.1,baseline,0.614754,0.0973325,0.156939148,run99
2024,0.1,baseline,0.606724,0.0984715,0.157898979,run1
2024,0.1,baseline,0.630435,0.098968,0.160742309,run10
2024,0.1,baseline,0.648019,0.1005295,0.169602608,run100
2024,0.1,baseline,0.566869,0.0964155,0.151217135,run11
2024,0.1,baseline,0.578947,0.097155,0.152996424,run12
2024,0.1,baseline,0.56255,0.097087,0.151044037,run13
2024,0.1,baseline,0.480462,0.0910835,0.135711146,run14
2024,0.1,baseline,0.679427,0.103028,0.17334331,run15
2024,0.1,baseline,0.660371,0.100601,0.168228936,run16
2024,0.1,baseline,0.553748,0.0943485,0.143896356,run17
2024,0.1,baseline,0.625076,0.0991,0.160781922,run18
2024,0.1,baseline,0.554072,0.096449,0.144984928,run19
2024,0.1,baseline,0.536734,0.0943455,0.14401689,run2
2024,0.1,baseline,0.661423,0.100711,0.168012472,run20
2024,0.1,baseline,0.556372,0.096391,0.151338779,run21
2024,0.1,baseline,0.551835,0.0950935,0.141797274,run22
2024,0.1,baseline,0.625806,0.0992845,0.161553665,run23
2024,0.1,baseline,0.667248,0.099562,0.166393544,run24
2024,0.1,baseline,0.632508,0.100867,0.162320905,run25
2024,0.1,baseline,0.603131,0.0980405,0.154421823,run26
2024,0.1,baseline,0.590359,0.0970695,0.156882679,run27
2024,0.1,baseline,0.622863,0.100145,0.162555767,run28
2024,0.1,baseline,0.489701,0.0922335,0.135857842,run29
2024,0.1,baseline,0.677799,0.102817,0.174465186,run3
2024,0.1,baseline,0.695244,0.102682,0.173883451,run30
2024,0.1,baseline,0.520933,0.09323,0.13526255,run31
2024,0.1,baseline,0.743049,0.1063635,0.193839014,run32
2024,0.1,baseline,0.557456,0.094598,0.147818781,run33
2024,0.1,baseline,0.662133,0.1020025,0.171420661,run34
2024,0.1,baseline,0.522898,0.093151,0.136976517,run35
2024,0.1,baseline,0.693253,0.1016975,0.174437739,run36
2024,0.1,baseline,0.722511,0.1058265,0.186835601,run37
2024,0.1,baseline,0.603586,0.0982135,0.158472627,run38
2024,0.1,baseline,0.654274,0.1009915,0.168216878,run39
2024,0.1,baseline,0.648344,0.101395,0.16712536,run4
2024,0.1,baseline,0.642756,0.099785,0.163719196,run40
2024,0.1,baseline,0.535747,0.0934165,0.141644856,run41
2024,0.1,baseline,0.505785,0.093013,0.13773293,run42
2024,0.1,baseline,0.578683,0.096427,0.153772583,run43
2024,0.1,baseline,0.677314,0.101294,0.175324683,run44
2024,0.1,baseline,0.68144,0.1017295,0.173625498,run45
2024,0.1,baseline,0.622827,0.098817,0.160573631,run46
2024,0.1,baseline,0.524849,0.092742,0.136103359,run47
2024,0.1,baseline,0.610208,0.0985175,0.160171119,run48
2024,0.1,baseline,0.615523,0.0992355,0.158365767,run49
2024,0.1,baseline,0.596772,0.097378,0.155451167,run5
2024,0.1,baseline,0.611913,0.0988095,0.159826793,run50
2024,0.1,baseline,0.625859,0.099351,0.158062876,run51
2024,0.1,baseline,0.628334,0.0987655,0.158048785,run52
2024,0.1,baseline,0.614156,0.0984455,0.159102956,run53
2024,0.1,baseline,0.649517,0.1004915,0.16376691,run54
2024,0.1,baseline,0.4502,0.0901595,0.127586997,run55
2024,0.1,baseline,0.655371,0.1008105,0.166837166,run56
2024,0.1,baseline,0.487103,0.0909875,0.132803599,run57
2024,0.1,baseline,0.533979,0.0942465,0.142196643,run58
2024,0.1,baseline,0.641868,0.1014485,0.167407812,run59
2024,0.1,baseline,0.494431,0.092852,0.135992115,run6
2024,0.1,baseline,0.615085,0.098759,0.158008136,run60
2024,0.1,baseline,0.612542,0.0988855,0.159870706,run61
2024,0.1,baseline,0.63477,0.1006,0.166070628,run62
2024,0.1,baseline,0.57689,0.0963545,0.151479779,run63
2024,0.1,baseline,0.570902,0.096286,0.150131873,run64
2024,0.1,baseline,0.709171,0.1029375,0.178640883,run65
2024,0.1,baseline,0.629246,0.0989865,0.164517885,run66
2024,0.1,baseline,0.730423,0.1059975,0.189044312,run67
2024,0.1,baseline,0.540131,0.0946905,0.144676853,run68
2024,0.1,baseline,0.631228,0.1003355,0.164130961,run69
2024,0.1,baseline,0.640665,0.100474,0.164279129,run7
2024,0.1,baseline,0.684553,0.102622,0.174254986,run70
2024,0.1,baseline,0.656161,0.1018065,0.172702853,run71
2024,0.1,baseline,0.478995,0.0911835,0.131987058,run72
2024,0.1,baseline,0.493347,0.0923515,0.136738761,run73
2024,0.1,baseline,0.619623,0.09875,0.159189096,run74
2024,0.1,baseline,0.610533,0.0987855,0.15759807,run75
2024,0.1,baseline,0.506863,0.0927815,0.134119595,run76
2024,0.1,baseline,0.633752,0.0994585,0.165271754,run77
2024,0.1,baseline,0.679073,0.103371,0.177767884,run78
2024,0.1,baseline,0.523631,0.0939065,0.139240918,run79
2024,0.1,baseline,0.567906,0.0963635,0.14823677,run8
