MONTH	P_TC	P_PFPR	P_TACT	FREQ_580Y_99	FREQ_580Y_95	FREQ_580Y_75	FREQ_580Y_50	FREQ_580Y_25	FREQ_580Y_05	FREQ_580Y_01	TF_99	TF_95	TF_75	TF_50	TF_25	TF_05	TF_01	PFPR_99	PFPR_95	PFPR_75	PFPR_50	PFPR_25	PFPR_05	PFPR_01	ELIMINATION
-12	0.25	0.1	0	0.089730084	0.04355787	0.002234528	0.00041337	0.000158674	0	0	31.31658291	29.22370422	26.16372678	23.61487284	21.49488592	18.10444426	16.64485981	0.19869854	0.1816072	0.1672125	0.1503925	0.13742125	0.112652	0.099320477	0
-12	0.25	0.1	1	0.074064717	0.018350196	0.002246158	0.000267658	0	0	0	31.4904854	29.33821138	26.43472023	23.28440148	21.22328619	18.25970489	16.05950321	0.20873802	0.1989003	0.17202675	0.153156	0.132589	0.1098012	0.095515646	0
-12	0.25	0.1	2	0.038962582	0.013596505	0.001213699	0.000259903	0.000120472	0	0	30.48696082	29.0670022	25.84241694	24.10409713	21.11173106	18.24736863	16.17927507	0.20418029	0.186159	0.16621925	0.15477	0.13464275	0.097553875	0.083553289	0
-12	0.25	1	0	0.018360237	0.011724335	0.005238641	0.002728523	0.000925782	0.00024649	0.000160294	25.23230431	24.65863738	23.93341492	23.16329592	22.42610161	21.36278561	20.50660799	1.3016424	1.2894025	1.2606425	1.23634	1.21301	1.1771475	1.1505778	0
-12	0.25	1	1	0.018718558	0.014523154	0.005058509	0.002934377	0.000894096	0.000299621	0.000136413	25.75249474	24.78698793	23.85946729	23.26643446	22.52164826	21.48618652	20.68908906	1.3233536	1.2909285	1.258275	1.23686	1.2207725	1.190456	1.1638698	0
-12	0.25	1	2	0.024620693	0.015713572	0.006268276	0.002356588	0.001262521	0.000269362	0.000109459	25.38898985	25.11404324	23.9720392	23.36347379	22.68008949	21.49954273	20.57845391	1.3219809	1.290461	1.2563075	1.23344	1.2100875	1.186888	1.1648504	0
-12	0.25	10	0	0.009175421	0.006950492	0.004515955	0.003359792	0.002239769	0.001337702	0.000812324	22.72233371	22.57729231	22.10590773	21.66545298	21.45697045	21.00258846	20.6423054	10.749769	10.6958	10.64715	10.6142	10.579675	10.53858	10.516851	0
-12	0.25	10	1	0.012094106	0.007928671	0.004777285	0.003493513	0.002582658	0.001719593	0.001341722	22.50382414	22.36383684	21.99767244	21.72886611	21.43531539	21.07609235	20.82925292	10.712651	10.69989	10.6481	10.61355	10.5871	10.53895	10.530533	0
-12	0.25	10	2	0.010021129	0.006132311	0.004594531	0.003417649	0.002197674	0.001502543	0.00124007	22.50714271	22.38777345	22.04875871	21.80483147	21.57495791	21.2005668	21.04277716	10.710374	10.69216	10.648825	10.61015	10.575	10.54077	10.526978	0
-12	0.5	0.1	0	0.176299626	0.1023953	0.033156799	0.0146468	0.001778743	0.000216353	0.000148248	30.30656076	29.93949045	27.84893048	26.24111801	24.42066595	21.99203743	20.37333422	0.1721662	0.1591327	0.1413985	0.127698	0.11344475	0.10061997	0.090911844	36
-12	0.5	0.1	1	0.229655395	0.13140655	0.051262725	0.0118418	0.001681515	0.000211981	0	31.99313967	29.7018965	26.90364466	25.82715929	24.22438284	21.99243697	21.14610778	0.16105849	0.15415965	0.1392795	0.125218	0.11183675	0.094552765	0.07958436	100
-12	0.5	0.1	2	0.154291543	0.10348915	0.033598225	0.00941301	0.001480003	0.000185194	0	32.1613713	29.9408332	27.47022774	25.83373845	24.43520606	22.97970897	20.49473671	0.1690418	0.1538339	0.13900675	0.1216945	0.11167975	0.09256983	0.089850772	100
-12	0.5	1	0	0.10612084	0.073610455	0.042108758	0.028119128	0.016503606	0.006705245	0.002152028	26.84233479	26.59525719	25.89086378	25.49581437	24.82467689	24.07266045	23.69046252	1.4059907	1.3943015	1.355815	1.34154	1.3107725	1.2865245	1.261258	0
-12	0.5	1	1	0.076637332	0.065328167	0.040980662	0.025311317	0.015277019	0.006916021	0.003776657	27.22177932	26.56556422	25.89655803	25.41865609	25.00339244	24.27913471	23.6675465	1.4175974	1.3941605	1.3642575	1.34189	1.325505	1.3016745	1.2676725	0
-12	0.5	1	2	0.102797713	0.073979929	0.03983938	0.026011881	0.016984584	0.00500457	0.002707438	27.08936926	26.3165006	25.79683402	25.24551618	24.75029356	23.83471435	23.6107736	1.4054364	1.4024335	1.3729425	1.34566	1.321805	1.2837745	1.2385864	0
-12	0.5	10	0	0.040430607	0.034188102	0.024228573	0.020013707	0.014938361	0.010413598	0.008079614	24.25506475	24.09654334	23.81385746	23.61925565	23.46474796	23.10123049	23.00235971	10.894526	10.839345	10.799475	10.7735	10.736475	10.67873	10.655364	0
-12	0.5	10	1	0.040120509	0.034270233	0.025507159	0.019554922	0.015907061	0.011123704	0.009568708	24.13964705	24.02522434	23.80363773	23.62843309	23.44985387	23.24529197	23.09828293	10.877014	10.84757	10.812225	10.78295	10.74755	10.69466	10.677751	0
-12	0.5	10	2	0.031881479	0.029826318	0.023345745	0.019990059	0.014735988	0.010578616	0.008415919	24.23007934	24.13810382	23.79831695	23.64495757	23.42443714	23.20945864	23.05073726	10.882049	10.85646	10.814425	10.7755	10.747675	10.698805	10.675141	0
-12	0.75	0.1	0	0.489799001	0.452004103	0.3055535	0.168887545	0.071235572	0.023907405	0.010221844	32.27361097	30.56340248	29.0583698	27.93186504	26.52914639	24.70840511	24.10646905	0.25625089	0.24105115	0.20987725	0.1886725	0.16470625	0.1432804	0.13363242	4
-12	0.75	0.1	1	0.497280997	0.4273425	0.28492825	0.1408245	0.082511225	0.018865185	0.005192899	30.82634109	30.44690704	28.90265337	27.42445945	26.3893909	24.54540172	23.70091578	0.27715083	0.2462919	0.20731875	0.183591	0.16237375	0.14372925	0.13436739	100
-12	0.75	0.1	2	0.567158299	0.516441271	0.27309275	0.156844353	0.087826549	0.025003845	0.016057711	31.84468988	31.50855639	28.91065801	27.5053297	26.25342114	25.03369814	23.59877288	0.28660529	0.2667303	0.20939925	0.179494	0.1622965	0.1467134	0.13403257	100
-12	0.75	1	0	0.388939927	0.349451418	0.234589673	0.176262026	0.125513526	0.078612063	0.049628654	30.32761725	29.21107101	27.78913615	27.17887742	26.64748135	25.67600241	25.34952724	1.2251101	1.1606485	1.0840275	1.05334	1.02925	0.97331685	0.95031547	0
-12	0.75	1	1	0.396391884	0.356578896	0.259072193	0.197590061	0.129601195	0.080439222	0.045892142	30.02605867	29.18221395	28.06625106	27.15584615	26.25428184	25.67902928	25.14676841	1.2104908	1.169917	1.1031625	1.057525	1.02136	0.98113115	0.95862795	0
-12	0.75	1	2	0.416065103	0.333888794	0.244881904	0.169513541	0.124768465	0.05908258	0.034443874	29.69678376	28.99235296	27.92233529	26.9540506	26.25118063	25.60302623	24.85319755	1.2227529	1.1565745	1.086905	1.052115	1.0195975	0.97815725	0.95249336	0
-12	0.75	10	0	0.17138598	0.146200712	0.123139682	0.108104338	0.092806484	0.072099153	0.051493985	25.40760944	25.10983143	24.84445064	24.6242968	24.45375879	24.18268713	23.97045013	10.709606	10.675335	10.614525	10.58655	10.5456	10.49896	10.493636	0
-12	0.75	10	1	0.175699461	0.148993367	0.123516896	0.104638091	0.08771923	0.072156132	0.060331528	25.34162145	25.16614983	24.79574159	24.57687538	24.40699976	24.14136192	23.90090927	10.69081	10.65172	10.60925	10.58195	10.554825	10.504765	10.486556	0
-12	0.75	10	2	0.154331378	0.144236713	0.1269753	0.104879621	0.087713359	0.06037145	0.056441945	25.3037458	25.16179383	24.91962226	24.63931363	24.4200125	24.14883123	24.03868673	10.670377	10.64089	10.6027	10.5766	10.539975	10.51209	10.480144	0
-11	0.25	0.1	0	0.088615054	0.04351122	0.001763573	0.0004092	0.000138302	0	0	30.60297138	29.6779661	25.75786283	23.85365591	21.15083522	18.43323372	16.43154006	0.1973415	0.1797413	0.16651725	0.1487595	0.136374	0.1105308	0.099095685	0
-11	0.25	0.1	1	0.076372267	0.018362836	0.002254783	0.000302321	0	0	0	33.33497537	28.47374725	24.60449451	22.73194837	20.60391237	16.66158264	14.66105529	0.20464212	0.19899175	0.1725195	0.151027	0.1322155	0.1088737	0.093844209	0
-11	0.25	0.1	2	0.041277892	0.01375152	0.001131782	0.000239507	0.000117339	0	0	32.76165541	30.70196078	26.58367911	23.75761066	22.06182717	19.69859327	18.6401668	0.20418271	0.1858366	0.166891	0.154185	0.13432925	0.097251375	0.085758481	0
-11	0.25	1	0	0.018794417	0.011566202	0.005203223	0.002658615	0.001003995	0.000210012	0.000177806	25.81903233	25.63221259	24.2754458	23.36468457	22.42757913	21.01184526	20.73908025	1.3108055	1.2899475	1.2527375	1.23451	1.2107425	1.1787285	1.1628988	0
-11	0.25	1	1	0.018825575	0.014311093	0.005198268	0.002946943	0.000957309	0.000278734	0.000111428	25.9326307	25.10153142	24.32646351	23.367576	22.72306054	21.53759612	21.11898617	1.3147444	1.28736	1.25755	1.2363	1.218505	1.1895955	1.1529133	0
-11	0.25	1	2	0.02506355	0.015083832	0.006343167	0.002414451	0.001259913	0.000269768	0.000157681	25.82167033	25.4825319	24.17353649	23.11718282	22.4563797	20.8869402	20.60938876	1.3083064	1.289227	1.25609	1.22916	1.2083925	1.1802085	1.1668706	0
-11	0.25	10	0	0.009198551	0.006971317	0.004539074	0.00336308	0.00224877	0.00130336	0.000824557	22.42898948	22.35136879	21.99611522	21.7071587	21.44403418	21.11750372	20.94060712	10.73991	10.692895	10.645025	10.61295	10.572675	10.53758	10.513976	0
-11	0.25	10	1	0.012522542	0.008048236	0.004858648	0.003552497	0.002674934	0.001714918	0.001416065	22.41018107	22.26638105	21.8712523	21.63430723	21.36304643	20.9953936	20.68870972	10.711546	10.69362	10.6569	10.6111	10.580975	10.52319	10.489992	0
-11	0.25	10	2	0.010034864	0.00627041	0.004613645	0.003463428	0.00223414	0.001453277	0.0012457	22.55735507	22.36009461	21.94611257	21.63930811	21.30136004	21.01162313	20.84914091	10.701629	10.685905	10.642875	10.6084	10.57345	10.529525	10.522048	0
-11	0.5	0.1	0	0.187416259	0.1064479	0.0355002	0.0147847	0.002272062	0.000237452	0.00016854	30.74011299	28.95251397	27.44048608	25.97169811	24.10263067	21.70937425	19.99214876	0.1705574	0.1562864	0.1399305	0.125045	0.1111565	0.09738712	0.091523877	36
-11	0.5	0.1	1	0.232018547	0.12967415	0.05264505	0.0128404	0.002009183	0.00017252	0	32.33750472	30.53865352	27.77777778	25.98932708	24.75225959	22.02209103	21.10767074	0.15857417	0.15130955	0.13589675	0.124252	0.110448	0.093459845	0.078882429	100
-11	0.5	0.1	2	0.157629749	0.1031938	0.034611975	0.00827926	0.001487098	0.000161099	0	32.62244383	31.29609929	27.42734239	25.77864779	23.95836086	20.60477442	18.96698464	0.16653698	0.1529976	0.1368045	0.1203715	0.1115475	0.090575215	0.087372928	100
-11	0.5	1	0	0.108884465	0.074150992	0.043067391	0.028843114	0.016683266	0.006845031	0.002100555	26.79644472	26.67049596	25.90920867	25.32980094	24.76173748	24.21408816	23.64150857	1.3998225	1.3888535	1.35206	1.33822	1.3103775	1.2859925	1.2633944	0
-11	0.5	1	1	0.078054195	0.066174876	0.041886615	0.025646107	0.015486974	0.007351392	0.003902305	26.94113728	26.54667738	25.59566566	25.19044172	24.68287938	24.13753915	23.81662392	1.4198339	1.3942355	1.359145	1.341185	1.32144	1.291892	1.2729948	0
-11	0.5	1	2	0.104522341	0.076613005	0.041029764	0.026987657	0.0173229	0.005279929	0.002675477	27.18414571	26.47534335	25.86316874	25.20390977	24.73418251	24.1894591	23.50701762	1.4054455	1.3996645	1.3699725	1.34357	1.31877	1.281443	1.2367862	0
-11	0.5	10	0	0.041135513	0.035275366	0.024608068	0.020384482	0.015138069	0.010463876	0.008333431	24.0842567	23.86698402	23.68397217	23.51529927	23.36255255	23.07029512	22.93600812	10.858382	10.835875	10.7997	10.7714	10.739325	10.68056	10.651264	0
-11	0.5	10	1	0.041448965	0.035152132	0.025792189	0.020134612	0.016353075	0.011522022	0.00967681	24.14913468	24.08547373	23.77990201	23.48947748	23.36619943	23.07853516	22.98111978	10.847127	10.84102	10.818075	10.7763	10.741075	10.67986	10.663186	0
-11	0.5	10	2	0.032584344	0.030717739	0.023846509	0.020345009	0.015179393	0.010861211	0.008619564	24.04543313	23.95454691	23.7082711	23.54976422	23.3364812	23.070527	22.88210569	10.878808	10.848965	10.7988	10.77795	10.73485	10.69035	10.659466	0
-11	0.75	0.1	0	0.499875921	0.458474083	0.314314365	0.1742175	0.073684925	0.024779435	0.010496426	31.62237986	30.34435715	29.23234397	28.06370574	26.26891669	24.87096774	24.20155233	0.25333705	0.2382139	0.20892925	0.1844005	0.16475825	0.14148825	0.13424591	4
-11	0.75	0.1	1	0.508018182	0.4345726	0.290628925	0.1476315	0.085495675	0.016871125	0.005607132	32.02833532	31.12937674	29.23189434	27.65479788	26.2583773	24.99724062	24.43704987	0.27261564	0.24272235	0.20686	0.1801615	0.1594685	0.1421126	0.13050049	100
-11	0.75	0.1	2	0.576409489	0.530267849	0.28179625	0.1607525	0.09100475	0.025254795	0.014515692	32.83466605	31.6212249	28.62105318	27.45194612	25.98854929	24.26249931	23.56769087	0.28523136	0.2653524	0.2067625	0.1765925	0.1597745	0.14510135	0.13395084	100
-11	0.75	1	0	0.4009165	0.359873644	0.240843349	0.182905369	0.130033642	0.081294866	0.052318303	29.34144981	28.83848197	27.69001058	27.02967668	26.23645152	25.51042955	25.27578655	1.2211019	1.1518585	1.0856625	1.047755	1.022105	0.96790675	0.94037997	0
-11	0.75	1	1	0.403516441	0.362079376	0.26591709	0.203546635	0.134927994	0.086852276	0.047856838	30.02866632	29.17566349	27.86622442	27.12287751	26.37154311	25.78689946	25.15840971	1.2078974	1.1813615	1.097745	1.05609	1.01778	0.9814713	0.96203019	0
-11	0.75	1	2	0.425944058	0.341627923	0.253198875	0.174608626	0.129187067	0.061073505	0.036190244	29.12491662	28.84980553	27.93756972	27.2925409	26.46384363	25.76638218	25.24668239	1.2062321	1.15821	1.0874675	1.05218	1.0146825	0.9764083	0.94801736	0
-11	0.75	10	0	0.176424477	0.150752734	0.126346266	0.111272364	0.095966146	0.073928027	0.052900048	25.16991791	24.99442722	24.78981351	24.62036783	24.35441083	24.07289227	23.86017864	10.67987	10.658825	10.609925	10.57765	10.54095	10.49805	10.482381	0
-11	0.75	10	1	0.181103645	0.152896932	0.127341452	0.107563446	0.090685488	0.074857415	0.062192566	25.09104192	25.02937142	24.76492253	24.50312837	24.34286929	23.94681864	23.80481052	10.675082	10.642815	10.61345	10.58105	10.54845	10.50809	10.465675	0
-11	0.75	10	2	0.159349625	0.148881291	0.131498845	0.108135159	0.0900441	0.062277797	0.058274867	25.2185042	25.03173399	24.7742042	24.55667754	24.34995693	23.99938155	23.84743577	10.669132	10.641075	10.60195	10.56815	10.53955	10.507325	10.47687	0
-10	0.25	0.1	0	0.086151479	0.04121973	0.002177388	0.000456329	0.000141824	0	0	32.01496099	28.65398446	25.58833011	23.21200511	21.07257027	18.2000563	15.32978851	0.19605728	0.17923865	0.165402	0.1477355	0.136112	0.10953525	0.10198891	0
-10	0.25	0.1	1	0.077759113	0.018304823	0.002731663	0.000313341	0	0	0	31.50283688	28.65142561	25.95344614	24.1462602	20.94535519	18.51151151	17.19393886	0.2026449	0.1966588	0.174074	0.148955	0.133612	0.1099031	0.092872057	0
-10	0.25	0.1	2	0.043222252	0.013041312	0.00114761	0.000275048	0.000126851	0	0	32.68714601	30.57376784	25.48275722	22.91207783	20.19910016	16.81133287	14.70168067	0.20506331	0.1844519	0.164885	0.1535935	0.13477675	0.09753213	0.085285012	0
-10	0.25	1	0	0.019354468	0.011227034	0.005285645	0.002611964	0.00105103	0.000225867	0.000138926	25.58548597	25.08133986	24.15430629	23.24651427	22.52417559	21.509308	20.69579584	1.319764	1.285492	1.2575	1.23356	1.209325	1.1733675	1.1617886	0
-10	0.25	1	1	0.019108071	0.014614515	0.005312727	0.002990832	0.001015464	0.000264133	0.00014476	25.2447829	24.79290456	23.88464882	23.07847262	22.21955128	21.07507701	20.86631177	1.3204532	1.2872405	1.2560875	1.233965	1.2165775	1.18381	1.163252	0
-10	0.25	1	2	0.024467877	0.01565967	0.006312631	0.002337116	0.001311032	0.000332228	0.000148973	26.12798774	25.11958696	24.3342913	23.38629229	22.55803686	21.27745525	20.81082809	1.3042348	1.2792715	1.255945	1.230025	1.21184	1.1793535	1.1585787	0
-10	0.25	10	0	0.009306653	0.006998435	0.004602889	0.003444915	0.002251604	0.001264263	0.000859309	22.48199553	22.38225431	21.88962355	21.59268772	21.32231013	20.84237186	20.57676139	10.732636	10.691555	10.640875	10.6092	10.5751	10.542375	10.499395	0
-10	0.25	10	1	0.012768334	0.007818761	0.004902862	0.003601444	0.002660209	0.001743955	0.001495383	22.28812801	22.02818962	21.84983066	21.64496402	21.30634027	20.92418186	20.77474162	10.707458	10.682295	10.650625	10.61505	10.580075	10.52667	10.50298	0
-10	0.25	10	2	0.010132184	0.006427093	0.004680006	0.003521075	0.002235157	0.001438765	0.001271481	22.39574567	22.20110384	21.87132854	21.62605238	21.35231496	20.99512056	20.84958529	10.710349	10.68134	10.6414	10.60765	10.57335	10.520895	10.507732	0
-10	0.5	0.1	0	0.192068757	0.1095442	0.03834325	0.01438815	0.002335643	0.000217477	0.000163989	33.49281421	30.72723478	27.64852916	26.0814735	23.97322731	21.55794869	20.4093681	0.16548005	0.1551764	0.1384265	0.122895	0.1098205	0.09505949	0.086793708	36
